"Console","Type","Code","Bitmask","IsError","Name","Description"
"XSX","SP","0xCC80","0xFC80",1,"RAM_ERR_BANK_H","Bank H failure: Check resistors/traces surrounding bank H. Reball bank H. Replace bank H. Reball apu, APU."
"XSX","SP","0xCD00","0xFD00",1,"RAM_ERR_BANK_A","Bank A failure: Check resistors/traces surrounding bank A. Reball bank A. Replace bank A. Reball apu, APU."
"XSX","SP","0xCE00","0xFE00",1,"RAM_ERR_BANK_J","Bank J failure: Check resistors/traces surrounding bank J. Reball bank J. Replace bank J. Reball apu, APU."
"XOP,XOS,XOX","SP","0x0075",,0,"BOOT_SUCCESS",
"XOP,XOS,XOX","CPU","0x14FF",,0,"BOOT_SUCCESS",
"XOP,XOS,XOX","CPU","0x0100","0xFF00",0,"2BL_UNKNOWN",
"XOP,XOS,XOX","CPU","0x0200","0xFF00",0,"2BL_BlStartSmm",
"XOP,XOS,XOX","CPU","0x0300","0xFF00",0,"2BL_BlCallAgesa_1",
"XOP,XOS,XOX","CPU","0x0400","0xFF00",0,"2BL_AgesaInitEarly",
"XOP,XOS,XOX","CPU","0x0500","0xFF00",0,"2BL_BlCallAgesa_3",
"XOP,XOS,XOX","CPU","0x0600","0xFF00",0,"2BL_AgesaHookBeforeC6Storage",
"XOP,XOS,XOX","CPU","0x0700","0xFF00",0,"2BL_BlCallAgesa_4",
"XOP,XOS,XOX","CPU","0x0800","0xFF00",0,"2BL_BlCallAgesa_5",
"XOP,XOS,XOX","CPU","0x0900","0xFF00",0,"2BL_BlCallAgesa_6",
"XOP,XOS,XOX","CPU","0x0A00","0xFF00",0,"2BL_BlCallAgesa_7",
"XOP,XOS,XOX","CPU","0x0B00","0xFF00",0,"2BL_BlStartSouthBridgeDevices",
"XOP,XOS,XOX","CPU","0x0C00","0xFF00",0,"2BL_UNKNOWN_2",
"XOP,XOS,XOX","CPU","0x0D00","0xFF00",0,"2BL_VBI_CHK_ALIGNMENT",
"XOP,XOS,XOX","CPU","0x0E00","0xFF00",0,"2BL_VBI_READ_FLASH",
"XOP,XOS,XOX","CPU","0x0F00","0xFF00",0,"2BL_VBI_CHK_LENGTH",
"XOP,XOS,XOX","CPU","0x1000","0xFF00",0,"2BL_VBI_CALC_CRYPTED_HASH",
"XOP,XOS,XOX","CPU","0x1100","0xFF00",0,"2BL_VBI_CALL_SCP",
"XOP,XOS,XOX","CPU","0x1200","0xFF00",0,"2BL_VBI_UNK12",
"XOP,XOS,XOX","CPU","0x1300","0xFF00",0,"2BL_VBI_LOAD_KEYTABLE",
"XOP,XOS,XOX","CPU","0x1400","0xFF00",0,"2BL_FINAL",
"XOP,XOS,XOX","CPU","0x8000","0xFF00",1,"2BL_FATAL_VBI_ALIGNMENT","boot.bin file on eMMC is corrupt"
"XOP,XOS,XOX","CPU","0x8100","0xFF00",1,"2BL_FATAL_VBI_LENGTH","boot.bin file on eMMC is corrupt"
"XOP,XOS,XOX","CPU","0x8200","0xFF00",1,"2BL_FATAL_VBI_CRYPTED_HASH","boot.bin file on eMMC is corrupt"
"XOP,XOS,XOX","CPU","0x8300","0xFF00",1,"2BL_FATAL_VBI_HEADER","boot.bin file on eMMC is corrupt"
"XOP,XOS,XOX","CPU","0x8400","0xFF00",1,"2BL_FATAL_VBI_PLAINTEXT_HASH","boot.bin file on eMMC is corrupt"
"XOP,XOS,XOX","CPU","0x8500","0xFF00",1,"2BL_FATAL_VBI_SCP","boot.bin file on eMMC is corrupt"
"XOP,XOS,XOX","CPU","0x8600","0xFF00",1,"2BL_FATAL_VBI_KEYTABLE","boot.bin file on eMMC is corrupt"
"XOP,XOS,XOX","CPU","0x8700","0xFF00",1,"2BL_FATAL_UNK87",
"XOP,XOS,XOX","CPU","0x8800","0xFF00",1,"2BL_FATAL_LOAD_FLASH","Failed to load data from eMMC, eMMC hw/data faulty?"
"XOP,XOS,XOX","CPU","0x8900","0xFF00",1,"2BL_FATAL_UNK89",
"XOP,XOS,XOX","CPU","0x8A00","0xFF00",1,"2BL_FATAL_FIND_BOOTSLOT","Failed to load data from eMMC, eMMC hw/data faulty?"
"XOP,XOS,XOX","CPU","0x8B00","0xFF00",1,"2BL_FATAL_CPU_CAR","CPU CAR  failure"
"XOP,XOS,XOX","CPU","0x8C00","0xFF00",1,"2BL_FATAL_VBI_ASLR","VBI ASLR failed, boot.bin corrupt?"
"XOP,XOS,XOX","CPU","0x8D00","0xFF00",1,"2BL_FATAL_UNK8D",
"XOP,XOS,XOX","CPU","0x8E00","0xFF00",1,"2BL_FATAL_UNK8E",
"XOP,XOS,XOX","CPU","0x8F00","0xFF00",1,"2BL_FATAL_GS_FAIL","Threading failure (GS register)"
"XOP,XOS,XOX","CPU","0x9000","0xFF00",1,"2BL_FATAL_UNK90",
"XOP,XOS,XOX","CPU","0x9100","0xFF00",1,"2BL_FATAL_UNK91",
"XOP,XOS,XOX","CPU","0x9200","0xFF00",1,"2BL_FATAL_AGESA","Generic AGESA error"
"XOP,XOS,XOX","CPU","0x9300","0xFF00",1,"2BL_FATAL_UNK93",
"XOP,XOS,XOX","CPU","0x9400","0xFF00",1,"2BL_FATAL_VBI_DEBUGGER_SETUP","Failed setting up debugger loader block in VBI"
"XOP,XOS,XOX","CPU","0x0000","0x00FF",0,"StartProcessorTestPoints","Entry used for range testing for @b Processor related TPs"
"XOP,XOS,XOX","CPU","0x0001","0x00FF",0,"TpProcMemBeforeMemDataInit","Memory structure initialization (Public interface)"
"XOP,XOS,XOX","CPU","0x0002","0x00FF",0,"TpProcMemBeforeSpdProcessing","SPD Data processing  (Public interface)"
"XOP,XOS,XOX","CPU","0x0003","0x00FF",0,"TpProcMemAmdMemAuto","Memory configuration  (Public interface)"
"XOP,XOS,XOX","CPU","0x0004","0x00FF",0,"TpProcMemDramInit","DRAM initialization"
"XOP,XOS,XOX","CPU","0x0005","0x00FF",0,"TpProcMemSPDChecking",
"XOP,XOS,XOX","CPU","0x0006","0x00FF",0,"TpProcMemModeChecking",
"XOP,XOS,XOX","CPU","0x0007","0x00FF",0,"TpProcMemSpeedTclConfig","Speed and TCL configuration"
"XOP,XOS,XOX","CPU","0x0008","0x00FF",0,"TpProcMemSpdTiming",
"XOP,XOS,XOX","CPU","0x0009","0x00FF",0,"TpProcMemDramMapping",
"XOP,XOS,XOX","CPU","0x000a","0x00FF",0,"TpProcMemPlatformSpecificConfig",
"XOP,XOS,XOX","CPU","0x000b","0x00FF",0,"TPProcMemPhyCompensation",
"XOP,XOS,XOX","CPU","0x000c","0x00FF",0,"TpProcMemStartDcts",
"XOP,XOS,XOX","CPU","0x000d","0x00FF",0,"TpProcMemBeforeDramInit","(Public interface)"
"XOP,XOS,XOX","CPU","0x000e","0x00FF",0,"TpProcMemPhyFenceTraining",
"XOP,XOS,XOX","CPU","0x000f","0x00FF",0,"TpProcMemSynchronizeDcts",
"XOP,XOS,XOX","CPU","0x0010","0x00FF",0,"TpProcMemSystemMemoryMapping",
"XOP,XOS,XOX","CPU","0x0011","0x00FF",0,"TpProcMemMtrrConfiguration",
"XOP,XOS,XOX","CPU","0x0012","0x00FF",0,"TpProcMemDramTraining",
"XOP,XOS,XOX","CPU","0x0013","0x00FF",0,"TpProcMemBeforeAnyTraining","(Public interface)"
"XOP,XOS,XOX","CPU","0x0014","0x00FF",0,"TpProcMemWriteLevelizationTraining",
"XOP,XOS,XOX","CPU","0x0015","0x00FF",0,"TpProcMemWlFirstPass","Below 800Mhz first pass start"
"XOP,XOS,XOX","CPU","0x0016","0x00FF",0,"TpProcMemWlSecondPass","Above 800Mhz second pass start"
"XOP,XOS,XOX","CPU","0x0017","0x00FF",0,"TpProcMemWlTrainTargetDimm","Target DIMM configured"
"XOP,XOS,XOX","CPU","0x0018","0x00FF",0,"TpProcMemWlPrepDimms","Prepare DIMMS for WL"
"XOP,XOS,XOX","CPU","0x0019","0x00FF",0,"TpProcMemWlConfigDimms","Configure DIMMS for WL"
"XOP,XOS,XOX","CPU","0x001a","0x00FF",0,"TpProcMemReceiverEnableTraining",
"XOP,XOS,XOX","CPU","0x001b","0x00FF",0,"TpProcMemRcvrStartSweep","Start sweep loop"
"XOP,XOS,XOX","CPU","0x001c","0x00FF",0,"TpProcMemRcvrSetDelay","Set receiver Delay"
"XOP,XOS,XOX","CPU","0x001d","0x00FF",0,"TpProcMemRcvrWritePattern","Write test pattern"
"XOP,XOS,XOX","CPU","0x001e","0x00FF",0,"TpProcMemRcvrReadPattern","Read test pattern"
"XOP,XOS,XOX","CPU","0x001f","0x00FF",0,"TpProcMemRcvrTestPattern","Compare test pattern"
"XOP,XOS,XOX","CPU","0x0020","0x00FF",0,"TpProcMemRcvrCalcLatency","Calculate MaxRdLatency per channel"
"XOP,XOS,XOX","CPU","0x0021","0x00FF",0,"TpProcMemReceiveDqsTraining",
"XOP,XOS,XOX","CPU","0x0022","0x00FF",0,"TpProcMemRcvDqsSetDelay","Set Write Data delay"
"XOP,XOS,XOX","CPU","0x0023","0x00FF",0,"TpProcMemRcvDqsWritePattern","Write test pattern"
"XOP,XOS,XOX","CPU","0x0024","0x00FF",0,"TpProcMemRcvDqsStartSweep","Start read sweep"
"XOP,XOS,XOX","CPU","0x0025","0x00FF",0,"TpProcMemRcvDqsSetRcvDelay","Set Receive DQS delay"
"XOP,XOS,XOX","CPU","0x0026","0x00FF",0,"TpProcMemRcvDqsReadPattern","Read Test pattern"
"XOP,XOS,XOX","CPU","0x0027","0x00FF",0,"TpProcMemRcvDqsTstPattern","Compare Test pattern"
"XOP,XOS,XOX","CPU","0x0028","0x00FF",0,"TpProcMemRcvDqsResults","Update results"
"XOP,XOS,XOX","CPU","0x0029","0x00FF",0,"TpProcMemRcvDqsFindWindow","Start Find passing window"
"XOP,XOS,XOX","CPU","0x002a","0x00FF",0,"TpProcMemTransmitDqsTraining",
"XOP,XOS,XOX","CPU","0x002b","0x00FF",0,"TpProcMemTxDqStartSweep","Start write sweep"
"XOP,XOS,XOX","CPU","0x002c","0x00FF",0,"TpProcMemTxDqSetDelay","Set Transmit DQ delay"
"XOP,XOS,XOX","CPU","0x002d","0x00FF",0,"TpProcMemTxDqWritePattern","Write test pattern"
"XOP,XOS,XOX","CPU","0x002e","0x00FF",0,"TpProcMemTxDqReadPattern","Read Test pattern"
"XOP,XOS,XOX","CPU","0x002f","0x00FF",0,"TpProcMemTxDqTestPattern","Compare Test pattern"
"XOP,XOS,XOX","CPU","0x0030","0x00FF",0,"TpProcMemTxDqResults","Update results"
"XOP,XOS,XOX","CPU","0x0031","0x00FF",0,"TpProcMemTxDqFindWindow","Start Find passing window"
"XOP,XOS,XOX","CPU","0x0032","0x00FF",0,"TpProcMemMaxRdLatencyTraining",
"XOP,XOS,XOX","CPU","0x0033","0x00FF",0,"TpProcMemMaxRdLatStartSweep","Start sweep"
"XOP,XOS,XOX","CPU","0x0034","0x00FF",0,"TpProcMemMaxRdLatSetDelay","Set delay"
"XOP,XOS,XOX","CPU","0x0035","0x00FF",0,"TpProcMemMaxRdLatWritePattern","Write test pattern"
"XOP,XOS,XOX","CPU","0x0036","0x00FF",0,"TpProcMemMaxRdLatReadPattern","Read Test pattern"
"XOP,XOS,XOX","CPU","0x0037","0x00FF",0,"TpProcMemMaxRdLatTestPattern","Compare Test pattern"
"XOP,XOS,XOX","CPU","0x0038","0x00FF",0,"TpProcMemOnlineSpareInit","Online Spare init"
"XOP,XOS,XOX","CPU","0x0039","0x00FF",0,"TpProcMemBankInterleaveInit","Bank Interleave Init"
"XOP,XOS,XOX","CPU","0x003a","0x00FF",0,"TpProcMemNodeInterleaveInit","Node Interleave Init"
"XOP,XOS,XOX","CPU","0x003b","0x00FF",0,"TpProcMemChannelInterleaveInit","Channel Interleave Init"
"XOP,XOS,XOX","CPU","0x003c","0x00FF",0,"TpProcMemEccInitialization","ECC initialization"
"XOP,XOS,XOX","CPU","0x003d","0x00FF",0,"TpProcMemPlatformSpecificInit","Platform Specific Init"
"XOP,XOS,XOX","CPU","0x003e","0x00FF",0,"TpProcMemBeforeAgesaReadSpd","Before callout for AgesaReadSpd"
"XOP,XOS,XOX","CPU","0x003f","0x00FF",0,"TpProcMemAfterAgesaReadSpd","After callout for AgesaReadSpd"
"XOP,XOS,XOX","CPU","0x0040","0x00FF",0,"TpProcMemBeforeAgesaHookBeforeDramInit","Before optional callout AgesaHookBeforeDramInit"
"XOP,XOS,XOX","CPU","0x0041","0x00FF",0,"TpProcMemAfterAgesaHookBeforeDramInit","After optional callout AgesaHookBeforeDramInit"
"XOP,XOS,XOX","CPU","0x0042","0x00FF",0,"TpProcMemBeforeAgesaHookBeforeDQSTraining","Before optional callout AgesaHookBeforeDQSTraining"
"XOP,XOS,XOX","CPU","0x0043","0x00FF",0,"TpProcMemAfterAgesaHookBeforeDQSTraining","After optional callout AgesaHookBeforeDQSTraining"
"XOP,XOS,XOX","CPU","0x0044","0x00FF",0,"TpProcMemBeforeAgesaHookBeforeExitSelfRef","Before optional callout AgesaHookBeforeDramInit"
"XOP,XOS,XOX","CPU","0x0045","0x00FF",0,"TpProcMemAfterAgesaHookBeforeExitSelfRef","After optional callout AgesaHookBeforeDramInit"
"XOP,XOS,XOX","CPU","0x0046","0x00FF",0,"TpProcMemAfterMemDataInit","After MemDataInit"
"XOP,XOS,XOX","CPU","0x0047","0x00FF",0,"TpProcMemInitializeMCT","Before InitializeMCT"
"XOP,XOS,XOX","CPU","0x0048","0x00FF",0,"TpProcMemLvDdr3","Before LV DDR3"
"XOP,XOS,XOX","CPU","0x0049","0x00FF",0,"TpProcMemInitMCT","Before InitMCT"
"XOP,XOS,XOX","CPU","0x004a","0x00FF",0,"TpProcMemOtherTiming","4A.. Before OtherTiming"
"XOP,XOS,XOX","CPU","0x004b","0x00FF",0,"TpProcMemUMAMemTyping","Before UMAMemTyping"
"XOP,XOS,XOX","CPU","0x004c","0x00FF",0,"TpProcMemSetDqsEccTmgs","Before SetDqsEccTmgs"
"XOP,XOS,XOX","CPU","0x004d","0x00FF",0,"TpProcMemMemClr","Before MemClr"
"XOP,XOS,XOX","CPU","0x004e","0x00FF",0,"TpProcMemOnDimmThermal","Before On DIMM Thermal"
"XOP,XOS,XOX","CPU","0x004f","0x00FF",0,"TpProcMemDmi","Before DMI"
"XOP,XOS,XOX","CPU","0x0050","0x00FF",0,"TpProcMemEnd","End of memory code"
"XOP,XOS,XOX","CPU","0x0051","0x00FF",0,"TpProcCpuEntryDmi","Entry point CreateDmiRecords"
"XOP,XOS,XOX","CPU","0x0052","0x00FF",0,"TpProcCpuEntryPstate","Entry point GenerateSsdt"
"XOP,XOS,XOX","CPU","0x0053","0x00FF",0,"TpProcCpuEntryPstateLeveling","Entry point PStateLeveling"
"XOP,XOS,XOX","CPU","0x0054","0x00FF",0,"TpProcCpuEntryPstateGather","Entry point PStateGatherData"
"XOP,XOS,XOX","CPU","0x0055","0x00FF",0,"TpProcCpuEntryWhea","Entry point CreateAcpiWhea"
"XOP,XOS,XOX","CPU","0x0056","0x00FF",0,"TpProcCpuEntrySrat","Entry point CreateAcpiSrat"
"XOP,XOS,XOX","CPU","0x0057","0x00FF",0,"TpProcCpuEntrySlit","Entry point CreateAcpiSlit"
"XOP,XOS,XOX","CPU","0x0058","0x00FF",0,"TpProcCpuProcessRegisterTables","Register table processing"
"XOP,XOS,XOX","CPU","0x0059","0x00FF",0,"TpProcCpuSetBrandID","Set brand ID"
"XOP,XOS,XOX","CPU","0x005a","0x00FF",0,"TpProcCpuLocalApicInit","Initialize local APIC"
"XOP,XOS,XOX","CPU","0x005b","0x00FF",0,"TpProcCpuLoadUcode","Load microcode patch"
"XOP,XOS,XOX","CPU","0x005c","0x00FF",0,"TpProcCpuBeforePMFeatureInit","BeforePM feature dispatch point"
"XOP,XOS,XOX","CPU","0x005d","0x00FF",0,"TpProcCpuPowerMgmtInit","Power Management table processing"
"XOP,XOS,XOX","CPU","0x005e","0x00FF",0,"TpProcCpuEarlyFeatureInit","Early feature dispatch point"
"XOP,XOS,XOX","CPU","0x005f","0x00FF",0,"TpProcCpuCoreLeveling","Core Leveling"
"XOP,XOS,XOX","CPU","0x0060","0x00FF",0,"TpProcCpuApMtrrSync","AP MTRR sync up"
"XOP,XOS,XOX","CPU","0x0061","0x00FF",0,"TpProcCpuPostFeatureInit","POST feature dispatch point"
"XOP,XOS,XOX","CPU","0x0062","0x00FF",0,"TpProcCpuFeatureLeveling","CPU Feature Leveling"
"XOP,XOS,XOX","CPU","0x0063","0x00FF",0,"TpProcCpuBeforeRelinquishAPsFeatureInit","Before Relinquishing control of APs feature dispatch point"
"XOP,XOS,XOX","CPU","0x0064","0x00FF",0,"TpProcCpuBeforeAllocateWheaBuffer","Before the WHEA init code calls out to allocate a buffer"
"XOP,XOS,XOX","CPU","0x0065","0x00FF",0,"TpProcCpuAfterAllocateWheaBuffer","After the WHEA init code calls out to allocate a buffer"
"XOP,XOS,XOX","CPU","0x0066","0x00FF",0,"TpProcCpuBeforeAllocateSratBuffer","Before the SRAT init code calls out to allocate a buffer"
"XOP,XOS,XOX","CPU","0x0067","0x00FF",0,"TpProcCpuAfterAllocateSratBuffer","After the SRAT init code calls out to allocate a buffer"
"XOP,XOS,XOX","CPU","0x0068","0x00FF",0,"TpProcCpuBeforeLocateSsdtBuffer","Before the P-state init code calls out to locate a buffer"
"XOP,XOS,XOX","CPU","0x0069","0x00FF",0,"TpProcCpuAfterLocateSsdtBuffer","After the P-state init code calls out to locate a buffer"
"XOP,XOS,XOX","CPU","0x006a","0x00FF",0,"TpProcCpuBeforeAllocateSsdtBuffer","Before the P-state init code calls out to allocate a buffer"
"XOP,XOS,XOX","CPU","0x006b","0x00FF",0,"TpProcCpuAfterAllocateSsdtBuffer","After the P-state init code calls out to allocate a buffer"
"XOP,XOS,XOX","CPU","0x0071","0x00FF",0,"TpProcHtEntry","Coherent Discovery begin (Public interface)"
"XOP,XOS,XOX","CPU","0x0072","0x00FF",0,"TpProcHtTopology","Topology match, routing, begin"
"XOP,XOS,XOX","CPU","0x0073","0x00FF",0,"TpProcHtManualNc","Manual Non-coherent Init begin"
"XOP,XOS,XOX","CPU","0x0074","0x00FF",0,"TpProcHtAutoNc","Automatic Non-coherent init begin"
"XOP,XOS,XOX","CPU","0x0075","0x00FF",0,"TpProcHtOptGather","Optimization: Gather begin"
"XOP,XOS,XOX","CPU","0x0076","0x00FF",0,"TpProcHtOptRegang","Optimization: Regang begin"
"XOP,XOS,XOX","CPU","0x0077","0x00FF",0,"TpProcHtOptLinks","Optimization: Link Begin"
"XOP,XOS,XOX","CPU","0x0078","0x00FF",0,"TpProcHtOptSubLinks","Optimization: Sublinks begin"
"XOP,XOS,XOX","CPU","0x0079","0x00FF",0,"TpProcHtOptFinish","Optimization: Set begin"
"XOP,XOS,XOX","CPU","0x007a","0x00FF",0,"TpProcHtTrafficDist","Traffic Distribution begin"
"XOP,XOS,XOX","CPU","0x007b","0x00FF",0,"TpProcHtTuning","Misc Tuning Begin"
"XOP,XOS,XOX","CPU","0x007c","0x00FF",0,"TpProcHtDone","HT Init complete"
"XOP,XOS,XOX","CPU","0x007d","0x00FF",0,"TpProcHtApMapEntry","AP HT: Init Maps begin"
"XOP,XOS,XOX","CPU","0x007e","0x00FF",0,"TpProcHtApMapDone","AP HT: Complete"
"XOP,XOS,XOX","CPU","0x0080","0x00FF",0,"TpProcMemSendMRS2","Sending MRS2"
"XOP,XOS,XOX","CPU","0x0081","0x00FF",0,"TpProcMemSendMRS3","Sedding MRS3"
"XOP,XOS,XOX","CPU","0x0082","0x00FF",0,"TpProcMemSendMRS1","Sending MRS1"
"XOP,XOS,XOX","CPU","0x0083","0x00FF",0,"TpProcMemSendMRS0","Sending MRS0"
"XOP,XOS,XOX","CPU","0x0084","0x00FF",0,"TpProcMemContinPatternGenRead","Continuous Pattern Read"
"XOP,XOS,XOX","CPU","0x0085","0x00FF",0,"TpProcMemContinPatternGenWrite","Continuous Pattern Write"
"XOP,XOS,XOX","CPU","0x0086","0x00FF",0,"TpProcMem__RdDqsTraining","Mem: RdDqs Training begin"
"XOP,XOS,XOX","CPU","0x0087","0x00FF",0,"TpProcMemBefore__TrainExtVrefChange","Mem: Before optional callout to platfrom BIOS to change External Vref during training"
"XOP,XOS,XOX","CPU","0x0088","0x00FF",0,"TpProcMemAfter__TrainExtVrefChange","Mem: After optional callout to platfrom BIOS to change External Vref during training"
"XOP,XOS,XOX","CPU","0x0090","0x00FF",0,"StartNbTestPoints","Entry used for range testing for @b NorthBridge related TPs"
"XOP,XOS,XOX","CPU","0x0091","0x00FF",0,"TpNbxxx",
"XOP,XOS,XOX","CPU","0x0092","0x00FF",0,"EndNbTestPoints","End of TP range for NB"
"XOP,XOS,XOX","CPU","0x00b0","0x00FF",0,"StartFchTestPoints","Entry used for range testing for @b FCH related TPs"
"XOP,XOS,XOX","CPU","0x00b1","0x00FF",0,"TpFchInitResetDispatching","FCH InitReset dispatch point"
"XOP,XOS,XOX","CPU","0x00b2","0x00FF",0,"TpFchGppBeforePortTraining","Before FCH GPP port training"
"XOP,XOS,XOX","CPU","0x00b3","0x00FF",0,"TpFchGppGen1PortPolling","FCH GPP port polling with GEN1 speed"
"XOP,XOS,XOX","CPU","0x00b4","0x00FF",0,"TpFchGppGen2PortPolling","FCH GPP port polling with GEN2 speed"
"XOP,XOS,XOX","CPU","0x00b5","0x00FF",0,"TpFchGppAfterPortTraining","After FCH GPP port training"
"XOP,XOS,XOX","CPU","0x00b6","0x00FF",0,"TpFchInitEnvDispatching","FCH InitEnv dispatch point"
"XOP,XOS,XOX","CPU","0x00b7","0x00FF",0,"TpFchInitMidDispatching","FCH InitMid dispatch point"
"XOP,XOS,XOX","CPU","0x00b8","0x00FF",0,"TpFchInitLateDispatching","FCH InitLate dispatch point"
"XOP,XOS,XOX","CPU","0x00b9","0x00FF",0,"TpFchGppHotPlugging","FCH GPP hot plug event"
"XOP,XOS,XOX","CPU","0x00ba","0x00FF",0,"TpFchGppHotUnplugging","AFCH GPP hot unplug event"
"XOP,XOS,XOX","CPU","0x00bb","0x00FF",0,"TpFchInitS3EarlyDispatching","FCH InitS3Early dispatch point"
"XOP,XOS,XOX","CPU","0x00bc","0x00FF",0,"TpFchInitS3LateDispatching","FCH InitS3Late dispatch point"
"XOP,XOS,XOX","CPU","0x00bd","0x00FF",0,"EndFchTestPoints","BF End of TP range for FCH"
"XOP,XOS,XOX","CPU","0x00c0","0x00FF",0,"TpIfAmdInitResetEntry","Entry to AmdInitReset"
"XOP,XOS,XOX","CPU","0x00c1","0x00FF",0,"TpIfAmdInitResetExit","Exiting from AmdInitReset"
"XOP,XOS,XOX","CPU","0x00c2","0x00FF",0,"TpIfAmdInitRecoveryEntry","Entry to AmdInitRecovery"
"XOP,XOS,XOX","CPU","0x00c3","0x00FF",0,"TpIfAmdInitRecoveryExit","Exiting from AmdInitRecovery"
"XOP,XOS,XOX","CPU","0x00c4","0x00FF",0,"TpIfAmdInitEarlyEntry","Entry to AmdInitEarly"
"XOP,XOS,XOX","CPU","0x00c5","0x00FF",0,"TpIfAmdInitEarlyExit","Exiting from AmdInitEarly"
"XOP,XOS,XOX","CPU","0x00c6","0x00FF",0,"TpIfAmdInitPostEntry","Entry to AmdInitPost"
"XOP,XOS,XOX","CPU","0x00c7","0x00FF",0,"TpIfAmdInitPostExit","Exiting from AmdInitPost"
"XOP,XOS,XOX","CPU","0x00c8","0x00FF",0,"TpIfAmdInitEnvEntry","Entry to AmdInitEnv"
"XOP,XOS,XOX","CPU","0x00c9","0x00FF",0,"TpIfAmdInitEnvExit","Exiting from AmdInitEnv"
"XOP,XOS,XOX","CPU","0x00ca","0x00FF",0,"TpIfAmdInitMidEntry","Entry to AmdInitMid"
"XOP,XOS,XOX","CPU","0x00cb","0x00FF",0,"TpIfAmdInitMidExit","Exiting from AmdInitMid"
"XOP,XOS,XOX","CPU","0x00cc","0x00FF",0,"TpIfAmdInitLateEntry","Entry to AmdInitLate"
"XOP,XOS,XOX","CPU","0x00cd","0x00FF",0,"TpIfAmdInitLateExit","Exiting from AmdInitLate"
"XOP,XOS,XOX","CPU","0x00ce","0x00FF",0,"TpIfAmdS3SaveEntry","Entry to AmdS3Save"
"XOP,XOS,XOX","CPU","0x00cf","0x00FF",0,"TpIfAmdS3SaveExit","Exiting from AmdS3Save"
"XOP,XOS,XOX","CPU","0x00d0","0x00FF",0,"TpIfAmdInitResumeEntry","Entry to AmdInitResume"
"XOP,XOS,XOX","CPU","0x00d1","0x00FF",0,"TpIfAmdInitResumeExit","Exiting from AmdInitResume"
"XOP,XOS,XOX","CPU","0x00d2","0x00FF",0,"TpIfAmdS3LateRestoreEntry","Entry to AmdS3LateRestore"
"XOP,XOS,XOX","CPU","0x00d3","0x00FF",0,"TpIfAmdS3LateRestoreExit","Exiting from AmdS3LateRestore"
"XOP,XOS,XOX","CPU","0x00d4","0x00FF",0,"TpIfAmdLateRunApTaskEntry","Entry to AmdS3LateRestore"
"XOP,XOS,XOX","CPU","0x00d5","0x00FF",0,"TpIfAmdLateRunApTaskExit","Exiting from AmdS3LateRestore"
"XOP,XOS,XOX","CPU","0x00d6","0x00FF",0,"TpIfAmdReadEventLogEntry","Entry to AmdReadEventLog"
"XOP,XOS,XOX","CPU","0x00d7","0x00FF",0,"TpIfAmdReadEventLogExit","Exiting from AmdReadEventLog"
"XOP,XOS,XOX","CPU","0x00d8","0x00FF",0,"TpIfAmdGetApicIdEntry","Entry to AmdGetApicId"
"XOP,XOS,XOX","CPU","0x00d9","0x00FF",0,"TpIfAmdGetApicIdExit","Exiting from AmdGetApicId"
"XOP,XOS,XOX","CPU","0x00da","0x00FF",0,"TpIfAmdGetPciAddressEntry","Entry to AmdGetPciAddress"
"XOP,XOS,XOX","CPU","0x00db","0x00FF",0,"TpIfAmdGetPciAddressExit","Exiting from AmdGetPciAddress"
"XOP,XOS,XOX","CPU","0x00dc","0x00FF",0,"TpIfAmdIdentifyCoreEntry","Entry to AmdIdentifyCore"
"XOP,XOS,XOX","CPU","0x00dd","0x00FF",0,"TpIfAmdIdentifyCoreExit","Exiting from AmdIdentifyCore"
"XOP,XOS,XOX","CPU","0x00de","0x00FF",0,"TpIfBeforeRunApFromIds","After IDS calls out to run code on an AP"
"XOP,XOS,XOX","CPU","0x00df","0x00FF",0,"TpIfAfterRunApFromIds","After IDS calls out to run code on an AP"
"XOP,XOS,XOX","CPU","0x00e0","0x00FF",0,"TpIfBeforeGetIdsData","Before IDS calls out to get IDS data"
"XOP,XOS,XOX","CPU","0x00e1","0x00FF",0,"TpIfAfterGetIdsData","After IDS calls out to get IDS data"
"XOP,XOS,XOX","CPU","0x00e2","0x00FF",0,"TpIfBeforeAllocateHeapBuffer","Before the heap manager calls out to allocate a buffer"
"XOP,XOS,XOX","CPU","0x00e3","0x00FF",0,"TpIfAfterAllocateHeapBuffer","After the heap manager calls out to allocate a buffer"
"XOP,XOS,XOX","CPU","0x00e4","0x00FF",0,"TpIfBeforeDeallocateHeapBuffer","Before the heap manager calls out to deallocate a buffer"
"XOP,XOS,XOX","CPU","0x00e5","0x00FF",0,"TpIfAfterDeallocateHeapBuffer","After the heap manager calls out to deallocate a buffer"
"XOP,XOS,XOX","CPU","0x00e6","0x00FF",0,"TpIfBeforeLocateHeapBuffer","Before the heap manager calls out to locate a buffer"
"XOP,XOS,XOX","CPU","0x00e7","0x00FF",0,"TpIfAfterLocateHeapBuffer","After the heap manager calls out to locate a buffer"
"XOP,XOS,XOX","CPU","0x00e8","0x00FF",0,"TpIfBeforeRunApFromAllAps","Before the BSP calls out to run code on an AP"
"XOP,XOS,XOX","CPU","0x00e9","0x00FF",0,"TpIfAfterRunApFromAllAps","After the BSP calls out to run code on an AP"
